compressor,447,366,123,82,50_20191027A_990.tif.jpeg,832,832
pumpjack,183,280,23,32,50_20191027A_990.tif.jpeg,832,832
slugcatcher,557,329,20,34,50_20191027A_990.tif.jpeg,832,832
wellhead,443,663,20,20,50_20191027A_990.tif.jpeg,832,832
tank,404,407,11,11,50_20191027A_990.tif.jpeg,832,832
tank,424,376,21,66,51_20191027A_1075.tif.jpeg,832,832
tank,282,523,40,63,51_20191027A_1075.tif.jpeg,832,832
flare,425,264,25,39,51_20191027A_1075.tif.jpeg,832,832
slugcatcher,457,394,80,58,51_20191027A_1075.tif.jpeg,832,832
pumpjack,215,555,25,29,51_20191027A_1075.tif.jpeg,832,832
compressor,581,296,23,29,51_20191027A_1075.tif.jpeg,832,832
wellhead,484,650,35,19,51_20191027A_1075.tif.jpeg,832,832
well,311,97,202,201,52_20191011A_813.tif.jpeg,832,833
tank,533,281,71,18,52_20191011A_813.tif.jpeg,832,833
tank,165,253,34,70,52_20191011A_813.tif.jpeg,832,833
tank,30,359,30,43,52_20191011A_813.tif.jpeg,832,833
wellhead,428,160,15,14,52_20191011A_813.tif.jpeg,832,833
slugcatcher,469,281,37,15,52_20191011A_813.tif.jpeg,832,833
slugcatcher,145,351,57,32,52_20191011A_813.tif.jpeg,832,833
compressor,306,345,176,33,53_20191011A_1112.tif.jpeg,866,866
tank,420,429,31,15,53_20191011A_1112.tif.jpeg,866,866
tank,531,301,32,10,53_20191011A_1112.tif.jpeg,866,866
slugcatcher,252,324,45,75,53_20191011A_1112.tif.jpeg,866,866
tank,364,396,70,29,54_20191011A_754.tif.jpeg,832,832
pumpjack,399,455,28,23,54_20191011A_754.tif.jpeg,832,832
wellhead,780,184,22,52,54_20191011A_754.tif.jpeg,832,832
flare,456,414,28,46,55_20191027A_767.tif.jpeg,865,865
tank,471,311,28,75,55_20191027A_767.tif.jpeg,865,865
wellhead,547,357,38,11,55_20191027A_767.tif.jpeg,865,865
compressor,607,299,11,19,55_20191027A_767.tif.jpeg,865,865
slugcatcher,551,282,21,27,55_20191027A_767.tif.jpeg,865,865
tank,446,367,20,85,56_20191011A_953.tif.jpeg,833,832
slugcatcher,270,541,168,156,56_20191011A_953.tif.jpeg,833,832
tank,446,457,26,32,57_20191017A_888.tif.jpeg,832,832
pumpjack,330,437,22,26,57_20191017A_888.tif.jpeg,832,832
flare,404,317,29,32,57_20191017A_888.tif.jpeg,832,832
tank,335,186,22,33,58_20191027A_771.tif.jpeg,832,832
slugcatcher,298,262,66,26,58_20191027A_771.tif.jpeg,832,832
compressor,372,254,39,32,58_20191027A_771.tif.jpeg,832,832
wellhead,297,357,14,62,58_20191027A_771.tif.jpeg,832,832
well,210,154,232,250,59_20191016A_21.tif.jpeg,832,832
tank,282,363,62,29,59_20191016A_21.tif.jpeg,832,832
flare,352,359,37,27,59_20191016A_21.tif.jpeg,832,832
flare,388,361,45,33,59_20191016A_21.tif.jpeg,832,832
well,216,176,226,239,59_20191016A_134.tif.jpeg,832,832
tank,282,367,62,37,59_20191016A_134.tif.jpeg,832,832
flare,351,365,38,33,59_20191016A_134.tif.jpeg,832,832
flare,389,371,39,33,59_20191016A_134.tif.jpeg,832,832
wellhead,322,275,29,20,59_20191016A_134.tif.jpeg,832,832
slugcatcher,247,377,39,29,59_20191016A_134.tif.jpeg,832,832
compressor,218,316,17,22,59_20191016A_134.tif.jpeg,832,832
tank,378,288,57,42,60_20191017A_739.tif.jpeg,832,832
pumpjack,272,250,29,28,60_20191017A_739.tif.jpeg,832,832
flare,385,374,27,22,60_20191017A_739.tif.jpeg,832,832
flare,412,347,19,16,60_20191017A_739.tif.jpeg,832,832
pond,332,14,168,188,60_20191017A_739.tif.jpeg,832,832
slugcatcher,332,330,34,29,60_20191017A_739.tif.jpeg,832,832
compressor,360,456,154,44,61_20191027A_617.tif.jpeg,865,865
