tank,336,560,107,34,100_20191102A_820.tif.jpeg,866,865
tank,852,499,14,24,100_20191102A_820.tif.jpeg,866,865
tank,475,539,24,40,100_20191102A_820.tif.jpeg,866,865
pumpjack,227,549,22,46,100_20191102A_820.tif.jpeg,866,865
flare,317,422,31,36,100_20191102A_820.tif.jpeg,866,865
slugcatcher,466,496,50,38,100_20191102A_820.tif.jpeg,866,865
compressor,779,37,87,47,100_20191102A_820.tif.jpeg,866,865
wellhead,378,485,27,11,100_20191102A_820.tif.jpeg,866,865
tank,63,662,27,49,101_20191011A_620.tif.jpeg,866,866
pumpjack,128,571,43,40,101_20191011A_620.tif.jpeg,866,866
well,59,569,214,144,101_20191011A_620.tif.jpeg,866,866
flare,207,560,36,35,101_20191011A_620.tif.jpeg,866,866
wellhead,413,538,16,22,101_20191011A_620.tif.jpeg,866,866
tank,555,545,28,46,102_20191027A_1106.tif.jpeg,832,832
well,420,454,175,170,102_20191027A_1106.tif.jpeg,832,832
slugcatcher,538,454,52,56,102_20191027A_1106.tif.jpeg,832,832
flare,396,486,34,37,102_20191027A_1106.tif.jpeg,832,832
flare,391,460,33,28,102_20191027A_1106.tif.jpeg,832,832
wellhead,497,525,17,21,102_20191027A_1106.tif.jpeg,832,832
wellhead,516,573,14,14,102_20191027A_1106.tif.jpeg,832,832
tank,253,226,66,29,104_20191102A_225.tif.jpeg,832,832
well,223,174,301,347,104_20191102A_225.tif.jpeg,832,832
pond,434,376,71,68,104_20191102A_225.tif.jpeg,832,832
wellhead,381,393,9,75,104_20191102A_225.tif.jpeg,832,832
slugcatcher,337,206,89,102,104_20191102A_225.tif.jpeg,832,832
tank,400,287,53,29,105_20191102A_406.tif.jpeg,866,865
tank,397,339,56,34,105_20191102A_406.tif.jpeg,866,865
flare,418,425,61,84,105_20191102A_406.tif.jpeg,866,865
slugcatcher,272,299,103,91,105_20191102A_406.tif.jpeg,866,865
pond,522,276,227,226,105_20191102A_406.tif.jpeg,866,865
tank,277,212,48,27,107_20191011A_683.tif.jpeg,866,865
tank,413,215,50,29,107_20191011A_683.tif.jpeg,866,865
tank,637,220,45,29,107_20191011A_683.tif.jpeg,866,865
slugcatcher,215,201,45,35,107_20191011A_683.tif.jpeg,866,865
slugcatcher,354,205,41,35,107_20191011A_683.tif.jpeg,866,865
slugcatcher,577,216,50,26,107_20191011A_683.tif.jpeg,866,865
flare,467,415,29,27,107_20191011A_683.tif.jpeg,866,865
wellhead,613,351,16,32,107_20191011A_683.tif.jpeg,866,865
tank,376,404,52,23,110_20191027A_275.tif.jpeg,832,833
flare,438,277,27,31,110_20191027A_275.tif.jpeg,832,833
flare,304,393,22,25,110_20191027A_275.tif.jpeg,832,833
wellhead,366,350,19,20,110_20191027A_275.tif.jpeg,832,833
tank,387,792,83,32,111_20191027A_1154.tif.jpeg,833,832
compressor,528,798,144,34,111_20191027A_1154.tif.jpeg,833,832
wellhead,544,249,11,12,111_20191027A_1154.tif.jpeg,833,832
slugcatcher,311,764,62,68,111_20191027A_1154.tif.jpeg,833,832
well,297,202,293,233,112_20191011A_440.tif.jpeg,832,832
tank,473,411,34,23,112_20191011A_440.tif.jpeg,832,832
slugcatcher,392,412,28,26,112_20191011A_440.tif.jpeg,832,832
flare,529,407,42,34,112_20191011A_440.tif.jpeg,832,832
wellhead,445,248,28,15,112_20191011A_440.tif.jpeg,832,832
processing,0,324,366,177,116_20191021A_588.tif.jpeg,832,832
tank,415,424,32,35,117_20191022A_309.tif.jpeg,865,865
slugcatcher,414,351,45,64,117_20191022A_309.tif.jpeg,865,865
flare,373,367,17,24,117_20191022A_309.tif.jpeg,865,865
tank,426,440,30,14,118_20191022A_161.tif.jpeg,866,865
compressor,389,342,58,36,118_20191022A_161.tif.jpeg,866,865
pumpjack,180,222,35,26,118_20191022A_161.tif.jpeg,866,865
tank,609,200,31,22,121_20191022A_75.tif.jpeg,833,832
compressor,554,282,211,74,121_20191022A_75.tif.jpeg,833,832
tank,482,313,55,14,122_20191016A_169.tif.jpeg,866,866
compressor,288,465,38,98,122_20191016A_169.tif.jpeg,866,866
pumpjack,318,251,26,21,122_20191016A_169.tif.jpeg,866,866
compressor,378,370,35,106,123_20191027A_944.tif.jpeg,832,833
wellhead,211,415,62,19,123_20191027A_944.tif.jpeg,832,833
wellhead,249,454,17,15,123_20191027A_944.tif.jpeg,832,833
wellhead,218,454,19,17,123_20191027A_944.tif.jpeg,832,833
tank,425,396,39,14,124_20191027A_948.tif.jpeg,833,833
tank,697,94,62,31,124_20191027A_948.tif.jpeg,833,833
pumpjack,470,327,22,16,124_20191027A_948.tif.jpeg,833,833
wellhead,639,60,34,11,124_20191027A_948.tif.jpeg,833,833
flare,411,414,72,88,125_20191027A_640.tif.jpeg,865,866
compressor,245,159,48,51,125_20191027A_640.tif.jpeg,865,866
tank,80,293,59,47,125_20191027A_640.tif.jpeg,865,866
compressor,410,503,75,38,126_20191102A_235.tif.jpeg,866,866
flare,413,634,35,32,126_20191102A_235.tif.jpeg,866,866
tank,388,387,37,19,126_20191102A_235.tif.jpeg,866,866
slugcatcher,195,223,52,31,126_20191102A_235.tif.jpeg,866,866
flare,79,584,63,61,126_20191102A_235.tif.jpeg,866,866
wellhead,756,183,29,14,126_20191102A_235.tif.jpeg,866,866
wellhead,288,156,63,14,126_20191102A_235.tif.jpeg,866,866
compressor,444,459,129,70,127_20191011A_639.tif.jpeg,832,832
flare,360,294,41,30,127_20191011A_639.tif.jpeg,832,832
flare,589,374,29,32,127_20191011A_639.tif.jpeg,832,832
tank,352,402,26,23,127_20191011A_639.tif.jpeg,832,832
tank,322,88,27,68,128_20191011A_639.tif.jpeg,865,865
tank,177,109,51,22,128_20191011A_639.tif.jpeg,865,865
slugcatcher,204,185,49,34,128_20191011A_639.tif.jpeg,865,865
slugcatcher,313,180,82,55,128_20191011A_639.tif.jpeg,865,865
flare,317,3,49,38,128_20191011A_639.tif.jpeg,865,865
well,287,0,304,248,128_20191011A_639.tif.jpeg,865,865
tank,111,812,27,35,128_20191011A_639.tif.jpeg,865,865
wellhead,261,372,26,40,128_20191011A_639.tif.jpeg,865,865
wellhead,410,373,27,45,128_20191011A_639.tif.jpeg,865,865
pumpjack,252,808,19,32,128_20191011A_639.tif.jpeg,865,865
flare,414,359,50,47,129_20191011A_462.tif.jpeg,832,833
tank,252,490,46,28,129_20191011A_462.tif.jpeg,832,833
tank,250,535,54,30,129_20191011A_462.tif.jpeg,832,833
tank,133,496,12,34,129_20191011A_462.tif.jpeg,832,833
compressor,45,547,84,34,129_20191011A_462.tif.jpeg,832,833
slugcatcher,490,203,39,22,129_20191011A_462.tif.jpeg,832,833
wellhead,473,133,28,9,129_20191011A_462.tif.jpeg,832,833
wellhead,319,136,40,8,129_20191011A_462.tif.jpeg,832,833
slugcatcher,43,213,40,23,129_20191011A_462.tif.jpeg,832,833
wellhead,0,136,37,17,129_20191011A_462.tif.jpeg,832,833
slugcatcher,263,370,34,71,129_20191011A_462.tif.jpeg,832,833
tank,302,462,31,48,130_20191027A_300.tif.jpeg,833,832
flare,384,410,28,28,130_20191027A_300.tif.jpeg,833,832
slugcatcher,313,402,23,18,130_20191027A_300.tif.jpeg,833,832
slugcatcher,273,427,29,32,130_20191027A_300.tif.jpeg,833,832
tank,66,95,35,59,131_20191027A_614.tif.jpeg,866,866
tank,398,403,24,40,131_20191027A_614.tif.jpeg,866,866
flare,503,402,36,40,131_20191027A_614.tif.jpeg,866,866
flare,498,434,38,39,131_20191027A_614.tif.jpeg,866,866
slugcatcher,393,310,55,37,131_20191027A_614.tif.jpeg,866,866
pumpjack,8,112,38,27,131_20191027A_614.tif.jpeg,866,866
wellhead,77,355,42,22,131_20191027A_614.tif.jpeg,866,866
wellhead,835,304,26,14,131_20191027A_614.tif.jpeg,866,866
tank,355,230,91,105,133_20191017A_294.tif.jpeg,832,832
flare,455,115,65,54,133_20191017A_294.tif.jpeg,832,832
compressor,471,247,99,120,133_20191017A_294.tif.jpeg,832,832
tank,523,474,72,62,134_20191017A_594.tif.jpeg,865,865
pumpjack,437,492,43,38,134_20191017A_594.tif.jpeg,865,865
flare,424,412,36,29,134_20191017A_594.tif.jpeg,865,865
pond,499,636,167,176,134_20191017A_594.tif.jpeg,865,865
compressor,457,453,22,18,134_20191017A_594.tif.jpeg,865,865
tank,758,836,42,29,134_20191017A_594.tif.jpeg,865,865
tank,414,366,54,54,136_20191027A_1130.tif.jpeg,866,865
tank,617,419,48,53,136_20191027A_1130.tif.jpeg,866,865
flare,668,593,22,36,136_20191027A_1130.tif.jpeg,866,865
slugcatcher,582,529,46,34,136_20191027A_1130.tif.jpeg,866,865
pumpjack,538,392,26,38,136_20191027A_1130.tif.jpeg,866,865
tank,339,304,41,81,137_20191022A_11.tif.jpeg,866,865
tank,0,281,54,27,137_20191022A_11.tif.jpeg,866,865
well,326,213,193,187,137_20191022A_11.tif.jpeg,866,865
pond,131,152,151,143,137_20191022A_11.tif.jpeg,866,865
wellhead,435,287,40,13,137_20191022A_11.tif.jpeg,866,865
slugcatcher,351,262,26,22,137_20191022A_11.tif.jpeg,866,865
wellhead,18,228,13,13,137_20191022A_11.tif.jpeg,866,865
slugcatcher,77,199,22,69,137_20191022A_11.tif.jpeg,866,865
slugcatcher,455,371,83,32,138_20191011A_343.tif.jpeg,832,832
well,255,356,305,225,138_20191011A_343.tif.jpeg,832,832
tank,508,404,34,50,138_20191011A_343.tif.jpeg,832,832
wellhead,368,407,49,25,138_20191011A_343.tif.jpeg,832,832
slugcatcher,420,390,31,14,138_20191011A_343.tif.jpeg,832,832
compressor,400,360,59,22,139_20191011A_756.tif.jpeg,866,865
tank,394,491,45,24,139_20191011A_756.tif.jpeg,866,865
flare,532,322,31,40,139_20191011A_756.tif.jpeg,866,865
well,368,343,174,184,139_20191011A_756.tif.jpeg,866,865
slugcatcher,460,359,43,46,139_20191011A_756.tif.jpeg,866,865
wellhead,653,319,21,18,139_20191011A_756.tif.jpeg,866,865
flare,382,445,36,45,140_20191017A_434.tif.jpeg,866,866
tank,422,400,38,43,140_20191017A_434.tif.jpeg,866,866
slugcatcher,467,349,96,77,140_20191017A_434.tif.jpeg,866,866
wellhead,363,283,21,27,140_20191017A_434.tif.jpeg,866,866
flare,479,445,50,52,141_20191027A_606.tif.jpeg,866,866
tank,432,384,24,41,141_20191027A_606.tif.jpeg,866,866
compressor,433,287,20,28,141_20191027A_606.tif.jpeg,866,866
wellhead,278,292,18,40,141_20191027A_606.tif.jpeg,866,866
tank,371,378,45,42,142_20191011A_600.tif.jpeg,832,833
tank,298,392,32,35,142_20191011A_600.tif.jpeg,832,833
slugcatcher,425,344,35,37,142_20191011A_600.tif.jpeg,832,833
