flare,448,394,24,20,202_20191011A_605.tif.jpeg,866,866
flare,448,419,19,22,202_20191011A_605.tif.jpeg,866,866
wellhead,474,332,8,9,202_20191011A_605.tif.jpeg,866,866
tank,423,252,70,27,202_20191011A_605.tif.jpeg,866,866
tank,437,550,70,25,202_20191011A_605.tif.jpeg,866,866
wellhead,477,494,13,12,202_20191011A_605.tif.jpeg,866,866
compressor,444,500,156,43,203_20191022A_104.tif.jpeg,866,866
wellhead,418,384,19,16,203_20191022A_104.tif.jpeg,866,866
pond,483,233,218,226,206_20191027A_459.tif.jpeg,866,865
tank,430,389,37,34,206_20191027A_459.tif.jpeg,866,865
slugcatcher,224,240,37,19,206_20191027A_459.tif.jpeg,866,865
slugcatcher,441,325,18,15,206_20191027A_459.tif.jpeg,866,865
compressor,163,240,28,30,206_20191027A_459.tif.jpeg,866,865
wellhead,120,310,20,11,206_20191027A_459.tif.jpeg,866,865
wellhead,345,307,21,10,206_20191027A_459.tif.jpeg,866,865
compressor,425,473,90,35,207_20191027A_967.tif.jpeg,865,866
pond,249,102,237,228,207_20191027A_967.tif.jpeg,865,866
pond,719,497,146,236,207_20191027A_967.tif.jpeg,865,866
pond,663,245,202,247,207_20191027A_967.tif.jpeg,865,866
pond,304,514,133,136,208_20191102A_770.tif.jpeg,866,866
pond,0,0,133,118,208_20191102A_770.tif.jpeg,866,866
compressor,517,450,107,33,210_20191102A_240.tif.jpeg,866,866
compressor,480,355,18,33,210_20191102A_240.tif.jpeg,866,866
pumpjack,13,524,22,22,212_20191027A_952.tif.jpeg,866,866
tank,91,543,13,57,212_20191027A_952.tif.jpeg,866,866
pond,390,278,102,129,212_20191027A_952.tif.jpeg,866,866
flare,731,699,17,16,212_20191027A_952.tif.jpeg,866,866
flare,761,698,18,16,212_20191027A_952.tif.jpeg,866,866
wellhead,728,660,55,16,212_20191027A_952.tif.jpeg,866,866
compressor,331,328,138,34,213_20191102A_819.tif.jpeg,866,865
tank,443,545,49,13,213_20191102A_819.tif.jpeg,866,865
tank,405,784,59,11,213_20191102A_819.tif.jpeg,866,865
tank,600,803,59,22,213_20191102A_819.tif.jpeg,866,865
slugcatcher,13,786,44,30,213_20191102A_819.tif.jpeg,866,865
pumpjack,456,596,17,28,213_20191102A_819.tif.jpeg,866,865
wellhead,640,756,10,11,213_20191102A_819.tif.jpeg,866,865
wellhead,669,756,9,10,213_20191102A_819.tif.jpeg,866,865
pumpjack,445,842,24,23,213_20191102A_819.tif.jpeg,866,865
slugcatcher,727,800,19,26,213_20191102A_819.tif.jpeg,866,865
slugcatcher,507,448,53,103,214_20191102A_78.tif.jpeg,866,866
slugcatcher,444,377,36,22,214_20191102A_78.tif.jpeg,866,866
tank,525,352,38,39,214_20191102A_78.tif.jpeg,866,866
wellhead,272,233,9,28,214_20191102A_78.tif.jpeg,866,866
wellhead,49,227,28,20,214_20191102A_78.tif.jpeg,866,866
tank,438,357,25,71,218_20191016A_1036.tif.jpeg,832,832
slugcatcher,529,468,38,23,218_20191016A_1036.tif.jpeg,832,832
compressor,591,491,55,30,220_20191022A_72.tif.jpeg,866,865
compressor,383,477,40,57,222_20191016A_329.tif.jpeg,832,833
slugcatcher,452,450,37,40,222_20191016A_329.tif.jpeg,832,833
slugcatcher,364,439,47,36,222_20191016A_329.tif.jpeg,832,833
wellhead,507,456,13,14,222_20191016A_329.tif.jpeg,832,833
pumpjack,493,710,26,28,222_20191016A_329.tif.jpeg,832,833
pumpjack,341,407,17,25,223_20191016A_449.tif.jpeg,866,866
pumpjack,370,407,17,24,223_20191016A_449.tif.jpeg,866,866
flare,401,350,46,42,223_20191016A_449.tif.jpeg,866,866
tank,382,490,35,24,223_20191016A_449.tif.jpeg,866,866
tank,402,393,29,27,224_20191016A_298.tif.jpeg,832,832
tank,404,329,27,9,224_20191016A_298.tif.jpeg,832,832
pumpjack,256,204,36,25,224_20191016A_298.tif.jpeg,832,832
