tank,438,474,49,15,300_20191027A_1230.tif.jpeg,866,866
pumpjack,497,532,17,36,300_20191027A_1230.tif.jpeg,866,866
pumpjack,292,590,20,30,300_20191027A_1230.tif.jpeg,866,866
tank,367,638,35,33,300_20191027A_1230.tif.jpeg,866,866
wellhead,110,520,16,17,300_20191027A_1230.tif.jpeg,866,866
slugcatcher,301,675,38,36,300_20191027A_1230.tif.jpeg,866,866
wellhead,361,459,15,12,302_20191027A_830.tif.jpeg,833,833
tank,459,411,14,51,302_20191027A_830.tif.jpeg,833,833
tank,715,345,12,49,302_20191027A_830.tif.jpeg,833,833
pumpjack,674,367,16,33,302_20191027A_830.tif.jpeg,833,833
pond,548,474,87,41,304_20191011A_899.tif.jpeg,832,833
tank,351,449,23,31,304_20191011A_899.tif.jpeg,832,833
compressor,432,589,36,17,305_20191017A_193.tif.jpeg,866,866
tank,534,393,19,47,305_20191017A_193.tif.jpeg,866,866
slugcatcher,514,482,50,63,305_20191017A_193.tif.jpeg,866,866
flare,393,422,45,28,305_20191017A_193.tif.jpeg,866,866
flare,406,398,34,24,305_20191017A_193.tif.jpeg,866,866
wellhead,355,423,13,12,309_20191011A_581.tif.jpeg,866,865
tank,470,417,31,21,309_20191011A_581.tif.jpeg,866,865
compressor,489,354,13,24,309_20191011A_581.tif.jpeg,866,865
pond,554,549,105,99,310_20191011A_726.tif.jpeg,833,832
tank,578,354,40,19,310_20191011A_726.tif.jpeg,833,832
tank,421,429,29,40,310_20191011A_726.tif.jpeg,833,832
wellhead,539,500,34,27,310_20191011A_726.tif.jpeg,833,832
flare,651,503,57,36,310_20191011A_726.tif.jpeg,833,832
slugcatcher,428,490,27,33,310_20191011A_726.tif.jpeg,833,832
slugcatcher,518,356,34,19,310_20191011A_726.tif.jpeg,833,832
pond,340,440,62,58,311_20191023A_647.tif.jpeg,833,833
pumpjack,520,485,17,17,312_20191017A_599.tif.jpeg,832,832
tank,428,507,24,58,312_20191017A_599.tif.jpeg,832,832
slugcatcher,437,452,24,27,312_20191017A_599.tif.jpeg,832,832
flare,498,410,16,14,312_20191017A_599.tif.jpeg,832,832
flare,443,389,26,25,312_20191017A_599.tif.jpeg,832,832
pond,369,334,112,79,316_20191011A_106.tif.jpeg,832,833
tank,460,583,40,22,316_20191011A_106.tif.jpeg,832,833
slugcatcher,404,587,17,23,316_20191011A_106.tif.jpeg,832,833
pond,0,647,158,219,317_20191011A_109.tif.jpeg,866,866
tank,342,334,39,24,317_20191011A_109.tif.jpeg,866,866
tank,279,320,22,41,318_20191011A_833.tif.jpeg,833,833
pond,455,349,123,56,318_20191011A_833.tif.jpeg,833,833
slugcatcher,282,381,19,41,318_20191011A_833.tif.jpeg,833,833
wellhead,472,300,17,24,318_20191011A_833.tif.jpeg,833,833
pond,420,538,387,294,319_20191011A_270.tif.jpeg,832,832
tank,407,393,31,45,319_20191011A_270.tif.jpeg,832,832
slugcatcher,397,328,24,33,319_20191011A_270.tif.jpeg,832,832
wellhead,225,413,53,12,319_20191011A_270.tif.jpeg,832,832
tank,570,397,21,40,320_20191017A_801.tif.jpeg,865,865
slugcatcher,570,449,21,25,320_20191017A_801.tif.jpeg,865,865
tank,374,339,19,31,321_20191017A_862.tif.jpeg,866,865
flare,363,486,21,25,321_20191017A_862.tif.jpeg,866,865
wellhead,499,385,12,11,321_20191017A_862.tif.jpeg,866,865
slugcatcher,378,381,17,24,321_20191017A_862.tif.jpeg,866,865
tank,250,401,31,22,322_20191017A_948.tif.jpeg,866,865
pond,538,168,184,185,322_20191017A_948.tif.jpeg,866,865
